0.302891,0.608544,0.474130,1.427180,-0.811085,1
0.223358,0.438292,0.437399,1.410927,-0.779567,1
0.29026,0.56604,0.47237,1.423305,-0.803938,1
0.318095,0.810884,0.818231,0.820952,0.860136,1
0.327983,0.807209,0.793831,0.896223,0.872281,1
0.328362,0.80155,0.795265,0.954453,0.862126,1
0.655083,1.053900,1.371630,-0.723877,1.770210,1
0.686926,1.058999,1.41539,-0.827812,1.559692,1
0.688725,1.088219,1.414419,-0.801113,1.542842,1
0.104800,0.575600,0.342400,0.830400,0,1
0.107892,0.560078,0.34284,0.859684,0.0,1
0.104514,0.575624,0.331511,0.821575,0.0,1
0.540984,2.145100,-0.561563,-0.227764,-0.140565,1
0.563928,2.062315,-0.486229,0.192344,-0.23277,1
0.520621,2.302214,-0.630381,-0.2353,-0.142078,1
1.039410,2.271080,1.698930,-0.369170,-0.167506,1
1.04991,2.28307,1.602129,-0.380392,-0.163812,1
1.05045,2.292496,1.651209,-0.379477,-0.162956,1
0.151070,0.641628,1.454050,1.280740,-0.716324,1
0.133695,0.65054,1.426301,1.28977,-0.672833,1
0.16573,0.673176,1.459935,1.304903,-0.786789,1
0.600224,1.404820,2.477430,-0.700869,-0.272218,1
0.591774,1.409248,2.375424,-0.673257,-0.274617,1
0.59723,1.294691,2.39687,-0.699963,-0.27997,1
0.746575,1.029350,1.346380,-0.998043,1.722110,1
0.716287,1.048023,1.349966,-0.84787,1.75535,1
0.648855,1.052162,1.387849,-0.953591,1.55713,1
0.959888,1.089930,0.512775,1.114460,0.729433,1
0.658754,0.915868,0.511507,1.165881,0.730036,1
0.913525,0.951821,0.794578,1.382381,0.581325,1
0.479620,1.502180,2.495450,-0.691729,0.402454,1
0.365911,1.348443,2.520331,-0.654285,0.425482,1
0.399736,1.329145,2.521932,-0.645944,0.435242,1
0.125448,0.547875,0.795187,0.835637,0,1
0.149569,0.523683,0.814489,0.835927,0.0,1
0.124009,0.516649,0.840426,0.841094,0.0,1
0.361513,0.688500,1.512820,0.698654,0.520437,1
0.340375,0.677768,1.579014,0.729294,0.62991,1
0.327989,0.673181,1.625061,0.78884,0.644433,1
0.265968,0.711489,1.002370,1.137830,0.535693,1
0.244748,0.63853,0.921045,1.244755,0.684358,1
0.271121,0.808189,1.080319,1.059498,0.471468,1
0.105347,0.593775,0.325619,-0.807662,0,1
0.110918,0.556468,0.499365,-0.792707,0.0,1
0.117413,0.649897,0.390521,-0.799967,0.0,1
0.734433,0.647260,1.386990,0.556040,0.451121,1
0.599781,0.602218,1.398545,0.729887,0.431404,1
0.642745,0.621638,1.470927,0.608301,0.479786,1
-0.0732436,-0.249626,-0.445067,1.539240,-1.183860,1
0.13689,-0.23182,-0.190336,1.396356,-0.954704,1
0.092975,0.075052,-0.862989,1.558516,-0.804848,1
0.140542,0.639816,0.922109,1.899130,0,1
0.141578,0.648021,0.94706,1.905852,0.0,1
0.147644,0.662355,0.862303,1.870603,0.0,1
0.481978,0.917295,1.435320,-0.834870,-0.762224,1
0.49249,0.942358,1.100106,-0.829785,-0.822448,1
0.494523,0.916088,1.463635,-0.786886,-0.539623,1
0.442649,0.704900,0.758751,1.269790,0.920302,1
0.448258,0.760411,0.710605,1.226379,0.988451,1
0.449068,0.764231,0.719989,1.236908,0.944136,1
0.954975,1.444570,1.608020,0.715853,0.689368,1
0.916588,1.386874,1.627834,0.742955,0.766337,1
0.813061,1.497646,1.547525,0.72522,0.63714,1
0.217769,0.659091,1.047520,2.193800,-0.903719,1
0.167255,0.631051,0.999471,2.139288,-0.827044,1
0.225597,0.663789,1.044843,2.154544,-0.860958,1
0.871287,0.961324,1.467820,1.131810,1.338800,1
0.842133,0.945585,1.494904,1.099103,1.378398,1
0.638915,0.997512,1.662084,1.231612,1.337509,1
0.119721,0.443231,0.325352,-0.317984,0.903828,1
0.1362,0.498334,0.375709,-0.313262,0.929742,1
0.125011,0.446317,0.431774,-0.427249,0.965657,1
0.327902,1.090120,2.043570,1.062520,1.043230,1
0.326472,1.067883,2.213842,1.105361,1.144983,1
0.324805,1.085673,2.027049,1.049217,1.078932,1
1.752020,1.469550,1.261190,-0.436537,0.647836,1
