0.302891,0.608544,0.474130,1.427180,-0.811085,1
0.318095,0.810884,0.818231,0.820952,0.860136,1
0.655083,1.053900,1.371630,-0.723877,1.770210,1
0.104800,0.575600,0.342400,0.830400,0,1
0.540984,2.145100,-0.561563,-0.227764,-0.140565,1
1.039410,2.271080,1.698930,-0.369170,-0.167506,1
0.151070,0.641628,1.454050,1.280740,-0.716324,1
0.600224,1.404820,2.477430,-0.700869,-0.272218,1
0.746575,1.029350,1.346380,-0.998043,1.722110,1
0.959888,1.089930,0.512775,1.114460,0.729433,1
0.479620,1.502180,2.495450,-0.691729,0.402454,1
0.125448,0.547875,0.795187,0.835637,0,1
0.361513,0.688500,1.512820,0.698654,0.520437,1
0.265968,0.711489,1.002370,1.137830,0.535693,1
0.105347,0.593775,0.325619,-0.807662,0,1
0.734433,0.647260,1.386990,0.556040,0.451121,1
-0.0732436,-0.249626,-0.445067,1.539240,-1.183860,1
0.140542,0.639816,0.922109,1.899130,0,1
0.481978,0.917295,1.435320,-0.834870,-0.762224,1
0.442649,0.704900,0.758751,1.269790,0.920302,1
0.954975,1.444570,1.608020,0.715853,0.689368,1
0.217769,0.659091,1.047520,2.193800,-0.903719,1
0.871287,0.961324,1.467820,1.131810,1.338800,1
0.119721,0.443231,0.325352,-0.317984,0.903828,1
0.327902,1.090120,2.043570,1.062520,1.043230,1
1.752020,1.469550,1.261190,-0.436537,0.647836,1
0.137373,0.518780,0.759701,1.610710,0,1
0.530227,1.272610,1.002420,0.733194,-0.691923,1
0.424051,0.744726,0.766350,1.225210,1.067510,1
0.183887,0.495652,0.514322,1.117390,1.106390,1
0.660323,0.885236,1.552480,-0.425029,0.344867,1
0.302267,0.580657,2.031470,1.122070,1.407960,1
0.350094,0.584586,0.907425,2.187500,1.632050,1
0.389078,0.549976,0.897123,1.130180,0,1
0.703628,0.758385,1.516080,1.904860,-0.850103,1
0.150212,1.057120,0.645275,1.318050,1.157260,1
0.515319,0.456659,1.714400,1.057580,-0.360123,1
1.436560,1.909810,1.582650,0.562757,-0.165295,1
0.458583,0.540616,1.959180,1.106440,-0.785114,1
0.386591,0.473609,1.643370,2.734900,-0.624346,1
0.869711,2.269790,1.651450,0.635945,-0.191873,1
0.208524,0.462529,0.653604,1.130150,0,1
0.286894,0.531433,0.696058,1.882530,0,1
1.115310,0.330897,1.239550,2.038570,1.044660,1
0.0959485,0.433294,0.631463,2.095950,-0.896084,1
0.323596,0.916854,1.097750,2.417980,-0.859551,1
-0.104549,0.696538,1.460960,0,0,1
0.283655,0.976301,2.743460,-0.786220,-0.392377,1
