0.302891,0.608544,0.474130,1.427180,-0.811085,1
0.280139,0.560535,0.504152,1.461126,-0.80981,1
0.299747,0.583948,0.46998,1.389791,-0.736324,1
0.318095,0.810884,0.818231,0.820952,0.860136,1
0.3218,0.810156,0.817853,0.849525,0.863883,1
0.33142,0.810754,0.817263,0.941153,0.903846,1
0.655083,1.053900,1.371630,-0.723877,1.770210,1
0.612486,1.143858,1.38891,-0.526318,1.485511,1
0.653546,1.074519,1.389286,-0.697314,1.695162,1
0.104800,0.575600,0.342400,0.830400,0,1
0.103732,0.551011,0.337605,0.8145,0.0,1
0.099726,0.671553,0.308504,0.816468,0.0,1
0.540984,2.145100,-0.561563,-0.227764,-0.140565,1
0.679329,1.876138,-0.524646,-0.23487,-0.17149,1
0.64073,1.863176,-0.550583,-0.201999,-0.127124,1
1.039410,2.271080,1.698930,-0.369170,-0.167506,1
1.016566,2.283378,1.567681,-0.379786,-0.165473,1
1.075102,2.260293,1.673399,-0.365482,-0.150217,1
0.151070,0.641628,1.454050,1.280740,-0.716324,1
0.13028,0.715598,1.370884,1.289539,-0.541466,1
0.16966,0.720572,1.463471,1.301234,-0.647398,1
0.600224,1.404820,2.477430,-0.700869,-0.272218,1
0.591811,1.370201,2.367295,-0.693494,-0.279871,1
0.58948,1.257862,2.469329,-0.673999,-0.275867,1
0.746575,1.029350,1.346380,-0.998043,1.722110,1
0.698825,1.052234,1.353947,-0.817167,1.756641,1
0.634079,1.042276,1.392834,-0.843484,1.704615,1
0.959888,1.089930,0.512775,1.114460,0.729433,1
0.831794,1.101701,0.667703,0.958648,0.781418,1
0.756248,1.12248,0.726482,1.118516,0.625922,1
0.479620,1.502180,2.495450,-0.691729,0.402454,1
0.478548,1.266913,2.45663,-0.658691,0.183759,1
0.451522,1.49836,2.484173,-0.621803,0.389585,1
0.125448,0.547875,0.795187,0.835637,0,1
0.123038,0.530756,0.820884,0.820698,0.0,1
0.114188,0.501229,0.825846,0.847683,0.0,1
0.361513,0.688500,1.512820,0.698654,0.520437,1
0.327586,0.672918,1.614787,0.706856,0.546213,1
